epoch,step,train_loss
0,9,0.69416344165802
0,19,0.6841111779212952
0,29,0.6654402017593384
0,39,0.6012042164802551
0,49,0.31700149178504944
0,59,0.15429984033107758
0,69,0.09967752546072006
0,79,0.07032490521669388
0,89,0.05358712375164032
0,99,0.04314958676695824
0,109,0.03603259474039078
0,119,0.030871199443936348
0,129,0.02695412188768387
0,139,0.023875094950199127
0,149,0.021376004442572594
0,159,0.019289907068014145
0,169,0.017520878463983536
0,179,0.015994155779480934
0,189,0.014653598889708519
0,199,0.01347823441028595
0,209,0.012474923394620419
0,219,0.011595932766795158
0,229,0.010820086114108562
0,239,0.010131829418241978
0,249,0.009516838937997818
0,259,0.008963726460933685
0,269,0.008463717997074127
0,279,0.008009466342628002
0,289,0.00759524293243885
0,299,0.007215912453830242
0,309,0.006867473479360342
0,319,0.006546355783939362
0,329,0.006249582394957542
0,339,0.005974512081593275
0,349,0.00571904331445694
0,359,0.005481114611029625
0,369,0.005259127356112003
0,379,0.005051548592746258
0,389,0.0048570893704891205
0,399,0.004674653988331556
0,409,0.004503134172409773
0,419,0.004341576714068651
0,429,0.004189259372651577
0,439,0.004045422188937664
0,449,0.003909433260560036
0,459,0.0037805712781846523
0,469,0.0036584108602255583
0,479,0.0035424232482910156
0,489,0.0034321837592869997
0,499,0.0033271892461925745
0,509,0.003227130975574255
0,519,0.00313172466121614
0,529,0.003040545852854848
0,539,0.0029535165522247553
0,549,0.0028702118434011936
0,559,0.0027905800379812717
0,569,0.002714453497901559
0,579,0.0026416005566716194
0,589,0.0025717762764543295
0,599,0.0025049028918147087
0,609,0.0024407103192061186
0,619,0.002379095181822777
0,629,0.0023199287243187428
0,639,0.0022630305029451847
0,649,0.002208374673500657
0,659,0.0021557421423494816
0,669,0.0021050942596048117
0,679,0.00205626362003386
0,689,0.0020092371851205826
0,699,0.001963886199519038
0,709,0.001920094364322722
0,719,0.0018778233788907528
0,729,0.001836970099247992
0,739,0.0017973926151171327
0,749,0.0017591554205864668
0,759,0.0017220909940078855
0,769,0.0016861477633938193
0,779,0.0016512613510712981
0,789,0.0016172770410776138
0,799,0.0015842464054003358
0,809,0.0015521178720518947
0,819,0.001520930090919137
0,829,0.001490644528530538
0,839,0.0014612997183576226
0,849,0.0014327926328405738
0,859,0.0014051488833501935
0,869,0.0013782914029434323
0,879,0.001352336024865508
0,889,0.0013270120834931731
0,899,0.0013024742947891355
0,909,0.0012786324368789792
0,919,0.0012554606655612588
0,929,0.001232946291565895
0,939,0.0012110890820622444
0,949,0.0011897087097167969
0,959,0.001168998540379107
0,969,0.0011488554300740361
0,979,0.0011292148847132921
0,989,0.001110064098611474
0,999,0.0010914802551269531
0,1009,0.001073296065442264
0,1019,0.0010555756743997335
0,1029,0.001038332236930728
0,1039,0.0010215527145192027
0,1049,0.0010051727294921875
0,1059,0.0009891664376482368
0,1069,0.0009735468775033951
0,1079,0.0009583267383277416
0,1089,0.000943441700655967
0,1099,0.000928917492274195
0,1109,0.0009146768134087324
0,1119,0.0009008098277263343
0,1129,0.0008873037877492607
0,1139,0.0008740812190808356
0,1149,0.0008611292578279972
0,1159,0.0008485123980790377
0,1169,0.000836063118185848
0,1179,0.0008240261813625693
0,1189,0.0008121439022943377
0,1199,0.0008005451527424157
0,1209,0.0007892557187005877
0,1219,0.0007781080203130841
0,1229,0.0007672439096495509
0,1239,0.0007566246204078197
0,1249,0.0007461728528141975
0,1259,0.000735914392862469
0,1269,0.0007259652484208345
0,1279,0.0007161321118474007
0,1289,0.0007064922829158604
0,1299,0.0006970844115130603
0,1309,0.0006878311978653073
0,1319,0.0006787841557525098
0,1329,0.0006698659854009748
0,1339,0.0006611283170059323
0,1349,0.0006525838980451226
0,1359,0.0006441039149649441
0,1369,0.0006359074614010751
0,1379,0.000627801229711622
0,1389,0.0006198883056640625
0,1399,0.0006120656034909189
0,1409,0.0006043975590728223
0,1419,0.0005969228222966194
0,1429,0.0005895125214010477
0,1439,0.0005822568200528622
0,1449,0.0005751429707743227
0,1459,0.000568145071156323
0,1469,0.0005612889071926475
0,1479,0.0005544971791096032
0,1489,0.00054793746676296
0,1499,0.0005414034822024405
0,1509,0.0005349726416170597
0,1519,0.0005287093226797879
0,1529,0.0005224717897363007
0,1539,0.0005164532922208309
0,1549,0.0005104219890199602
0,1559,0.0005045710713602602
0,1569,0.0004987974534742534
0,1579,0.0004930496215820312
0,1589,0.00048754666931927204
0,1599,0.0004820308240596205
0,1609,0.00047663095756433904
0,1619,0.0004713084490504116
0,1629,0.0004660761042032391
0,1639,0.0004609211173374206
0,1649,0.0004558305663522333
0,1659,0.00045090753701515496
0,1669,0.00044593296479433775
0,1679,0.0004411001573316753
0,1689,0.0004363059997558594
0,1699,0.00043170517892576754
0,1709,0.00042710432899184525
0,1719,0.00042254215804859996
0,1729,0.000418031559092924
0,1739,0.00041363690979778767
0,1749,0.0004093969182576984
0,1759,0.0004049765120726079
0,1769,0.00040085252840071917
0,1779,0.00039665118674747646
0,1789,0.00039259163895621896
0,1799,0.0003885063051711768
0,1809,0.00038454984314739704
0,1819,0.0003806964959949255
0,1829,0.00037683022674173117
0,1839,0.0003730799653567374
0,1849,0.00036929105408489704
0,1859,0.0003656181215774268
0,1869,0.0003619967319536954
0,1879,0.0003583882353268564
0,1889,0.0003548699605744332
0,1899,0.00035137744271196425
